# Function List for Skullmonkeys (SLES-01090)
# Auto-generated by Ghidra script
#
# Format: address | size | module | submodule | name
#

0x80044ED0 |   172 | Game/OBJECT     | -               | InitTeleporterActivatingState
0x80044F7C |   920 | Game/OBJECT     | -               | CreateCameraEntity
0x80045314 |   252 | Game/OBJECT     | -               | TeleporterTransitionTickCallback
0x80045410 |   428 | Game/OBJECT     | -               | TeleporterPortalEventHandler
0x800455BC |   188 | Game/OBJECT     | -               | TeleporterExitState
0x80045678 |   216 | Game/OBJECT     | -               | InitIndexedSpriteEntity
0x80045750 |   296 | Game/OBJECT     | -               | EntityOffscreenParentCleanupTick
0x80045878 |   164 | Game/OBJECT     | -               | InitCameraTrackingEntity
0x8004591C |   112 | Game/OBJECT     | sound           | SoundEmitterDestroyCallback
0x8004598C |   280 | Game/OBJECT     | sound           | SoundEmitterWithPanningTick
0x80045AA4 |   100 | Game/OBJECT     | -               | EntityDestroyCallback_0x80011068
0x80045B08 |   100 | Game/OBJECT     | -               | EntityDestroyCallback_0x80011088
0x80045B6C |   100 | Game/OBJECT     | -               | EntityDestroyCallback_0x800110a8
0x80045BD0 |    72 | Game/OBJECT     | -               | EntityDestroyCallback_0x800111c8_NoCleanup
0x80045C18 |   100 | Game/OBJECT     | -               | EntityDestroyCallback_0x800110e8
0x80045C7C |   100 | Game/OBJECT     | -               | EntityDestroyCallback_0x80011108
0x80045CE0 |   100 | Game/OBJECT     | -               | EntityDestroyCallback_0x80011128
0x80045D44 |   100 | Game/OBJECT     | -               | EntityDestroyCallback_0x80011148
0x80045DA8 |   100 | Game/OBJECT     | -               | EntityDestroyCallback_0x80011168
0x80045E0C |   100 | Game/OBJECT     | -               | EntityDestroyCallback_0x80011188
0x80045E80 |    52 | Game/OBJECT     | -               | EntityDestroyCallback_0x800111c8_Simple7
0x80045EB4 |    48 | Game/OBJECT     | -               | FreeEntitySimple7
0x80045EE4 |   200 | Game/OBJECT     | -               | InitFloatingPlatformEntity
0x80045FAC |  1140 | Game/OBJECT     | collectible     | CollectibleScaledTickCallback
0x80046420 |   124 | Game/OBJECT     | timer           | EntityEventHandlerWalkWithTimer
0x8004649C |   180 | Game/OBJECT     | -               | EntityGroundSnapMovementCallback
0x80046550 |   144 | Game/OBJECT     | -               | InitItemSparkleIdleState
0x800465E0 |   212 | Game/OBJECT     | -               | InitItemRevealState
0x800466B4 |    36 | Game/OBJECT     | -               | SetEntitySpecialState_1
0x800466D8 |    36 | Game/OBJECT     | -               | SetEntitySpecialState_2
0x800466FC |    36 | Game/OBJECT     | -               | SetEntitySpecialState_3
0x80046720 |   152 | Game/OBJECT     | -               | EntityStateSetSpecial
0x800467B8 |    40 | Game/OBJECT     | -               | StartAnimSequence7Frames
0x800467E0 |    40 | Game/OBJECT     | -               | StartAnimSequence13Frames
0x80046808 |   424 | Game/OBJECT     | path            | InitPathFollowingEntity_Alt
0x800469B0 |   124 | Game/OBJECT     | -               | SoundEntityDestroyCallback
0x80046A2C |    56 | Game/OBJECT     | collectible     | FinnModeCollectibleTickCallback
0x80046A64 |   212 | Game/OBJECT     | enemy           | EnemyPathFollowWithFacingFlip
0x80046B38 |    80 | Game/OBJECT     | enemy           | EnemySetWalkSprite
0x80046B88 |   148 | Game/OBJECT     | enemy           | EnemySetIdleSprite
0x80046C1C |   100 | Game/OBJECT     | enemy           | EnemyDestroyCallback_0x80011228
0x80046C80 |   100 | Game/OBJECT     | -               | EntityDestroyCallback_0x80011228_V2
0x80046CF4 |    52 | Game/OBJECT     | -               | EntityDestroyCallback_0x80011248_Simple8
0x80046D28 |    48 | Game/OBJECT     | -               | FreeEntitySimple8
0x80046D58 |   232 | Game/OBJECT     | -               | InitBackgroundParticleEmitter
0x80046E40 |   420 | Game/OBJECT     | -               | ParticleEmitterTickCallback
0x80046FE4 |    32 | Game/OBJECT     | -               | EntitySetReadyFlag
0x80047004 |   240 | Game/OBJECT     | -               | InitBackgroundSparkleEntity
0x800470F4 |   116 | Game/OBJECT     | -               | BackgroundSparkleFadeTickCallback
0x80047168 |   104 | Game/OBJECT     | -               | BackgroundSparkleContactEventHandler
0x800471D0 |    68 | Game/OBJECT     | -               | InitBackgroundSparkleRevealState
0x80047214 |   104 | Game/OBJECT     | -               | SetEntityAnimationState
0x80047288 |   252 | Game/OBJECT     | boss            | InitKloggBossEntity
0x80047384 |   204 | Game/OBJECT     | -               | EntityTickWithReadyCheck
0x80047450 |   248 | Game/OBJECT     | timer           | EntityTickWithTimer
0x80047548 |   544 | Game/OBJECT     | -               | GliderFallTickCallback
0x80047768 |   164 | Game/OBJECT     | -               | GliderEventHandler
0x8004780C |   208 | Game/OBJECT     | -               | GliderEventHandlerWithComplete
0x800478DC |   244 | Game/OBJECT     | -               | GliderEventHandlerWithCounter
0x800479D0 |   176 | Game/OBJECT     | -               | Callback_800479d0
0x80047A80 |   176 | Game/OBJECT     | -               | GliderSetActiveState
0x80047B30 |   196 | Game/OBJECT     | -               | GliderWaitState
0x80047BF4 |   400 | Game/OBJECT     | -               | GliderStartFallState
0x80047D84 |   352 | Game/OBJECT     | -               | GliderLandedState
0x80047EE4 |   212 | Game/OBJECT     | -               | Callback_80047ee4
0x80047FB8 |   996 | Game/OBJECT     | boss            | InitMonkeyMageBoss
0x8004839C |   412 | Game/OBJECT     | enemy           | EnemyTickWithCollision
0x80048538 |    84 | Game/OBJECT     | timer           | EntityTickWithShortTimer
0x8004858C |  1224 | Game/OBJECT     | -               | EntityMessageHandler
0x80048A54 |    92 | Game/OBJECT     | -               | EntityEventHandlerWithComplete
0x80048AB0 |   152 | Game/OBJECT     | boss/klogg      | KloggEventHandlerWithTrigger
0x80048B48 |   120 | Game/OBJECT     | path            | EntityFollowPathTick
0x80048BC0 |   416 | Game/OBJECT     | -               | EntityDestroyWithEffects
0x80048D60 |    56 | Game/OBJECT     | -               | EntityStopSound
0x80048D98 |   148 | Game/OBJECT     | collectible     | CollectibleDestroyState
0x80048E2C |   276 | Game/OBJECT     | boss/klogg      | InitKloggChaseState
0x80048F40 |   300 | Game/OBJECT     | -               | Callback_80048f40
0x8004906C |   524 | Game/OBJECT     | -               | Callback_8004906c
0x80049278 |   352 | Game/OBJECT     | collectible     | CollectiblePickupState
0x800493D8 |   376 | Game/OBJECT     | collectible     | CollectibleRiseState
0x80049550 |   376 | Game/OBJECT     | collectible     | CollectibleFloatState
0x800496C8 |   148 | Game/OBJECT     | collectible     | CollectibleIdleWaitState
0x8004975C |   204 | Game/OBJECT     | -               | EntitySwapChildPointer
0x80049828 |   260 | Game/OBJECT     | -               | InitBonusItemEntity
0x8004992C |   296 | Game/OBJECT     | boss            | BossHPBarTickCallback
0x80049A54 |   548 | Game/OBJECT     | boss            | InitGlennYntisBoss
0x80049C78 |   132 | Game/OBJECT     | -               | EntityDestructor_WithSPUVoiceStopAndClear
0x80049CFC |    88 | Game/OBJECT     | -               | Hazard_TickWithBehaviorTransition
0x80049D54 |   384 | Game/OBJECT     | -               | GlennYntisEventHandler
0x80049ED4 |   548 | Game/OBJECT     | -               | GlennYntisDamageEventHandler
0x8004A0F8 |   736 | Game/OBJECT     | -               | GlennYntisAttackEventHandler
0x8004A3D8 |   912 | Game/OBJECT     | -               | GlennYntisDeathEventHandler
0x8004A768 |   172 | Game/OBJECT     | -               | HazardActivateWithSound
0x8004A814 |    56 | Game/OBJECT     | -               | HazardStopSound
0x8004A84C |   228 | Game/OBJECT     | collectible     | CollectibleAnimState
0x8004A930 |   216 | Game/OBJECT     | -               | HazardIdleWithSound
0x8004AA08 |    56 | Game/OBJECT     | -               | HazardStopSoundAlt
0x8004AA40 |   184 | Game/OBJECT     | collectible     | CollectibleActiveState
0x8004AAF8 |   104 | Game/OBJECT     | -               | GlennYntisSetPhaseFromHP
0x8004AB60 |    84 | Game/OBJECT     | -               | HazardSelectRandomBehavior
0x8004ABB4 |   152 | Game/OBJECT     | -               | SelectRandomAIBehavior
0x8004AC4C |   136 | Game/OBJECT     | collectible     | CollectibleIdleSpriteState
0x8004ACD4 |   136 | Game/OBJECT     | collectible     | CollectibleSpriteBState
0x8004AD5C |   136 | Game/OBJECT     | collectible     | CollectibleSpriteCState
0x8004ADE4 |   236 | Game/OBJECT     | collectible     | CollectibleCollectedState
0x8004AED0 |   148 | Game/OBJECT     | -               | GlennYntisVictoryCallback
0x8004AF64 |   904 | Game/OBJECT     | boss            | InitShrineyGuardBoss
0x8004B2EC |   620 | Game/OBJECT     | enemy           | EnemyUpdateWithCollisionAndDeath
0x8004B558 |    92 | Game/OBJECT     | -               | ShrineyGuardIdleTickCallback
0x8004B5B4 |    72 | Game/OBJECT     | -               | ShrineyGuardStunTickCallback
0x8004B5FC |   632 | Game/OBJECT     | boss            | BossEventHandler
0x8004B874 |   144 | Game/OBJECT     | -               | ShrineyGuardActiveEventHandler
0x8004B904 |   156 | Game/OBJECT     | -               | ShrineyGuardAttackEventHandler
0x8004B9A0 |   212 | Game/OBJECT     | -               | ShrineyGuardMoveCallback
0x8004BA74 |    84 | Game/OBJECT     | boss            | BossRandomAttackChoice
0x8004BAC8 |   112 | Game/OBJECT     | -               | ShrineyGuardAttackCounterState
0x8004BB38 |   116 | Game/OBJECT     | -               | ShrineyGuardSetAttackState
0x8004BBAC |   228 | Game/OBJECT     | -               | ShrineyGuardSetLoopingAttackState
0x8004BC90 |   180 | Game/OBJECT     | -               | ShrineyGuardIdleState
0x8004BD44 |   184 | Game/OBJECT     | -               | ShrineyGuardAttackAnimState
0x8004BDFC |   228 | Game/OBJECT     | -               | ShrineyGuardReadyAttackState
0x8004BEE0 |   228 | Game/OBJECT     | -               | ShrineyGuardStartLoopingAttackState
0x8004BFC4 |   252 | Game/OBJECT     | -               | ShrineyGuardDeathState
0x8004C0C0 |    32 | Game/OBJECT     | -               | ShrineyGuardDeathCallback
0x8004C0E0 |   900 | Game/OBJECT     | boss            | InitJoeHeadJoeBoss
0x8004C464 |   120 | Game/OBJECT     | -               | EntityDestructor_WithVoiceReset
0x8004C4DC |  1288 | Game/OBJECT     | enemy/joe       | JoeHeadJoeUpdateWithCollisionCheck
0x8004C9E4 |    96 | Game/OBJECT     | enemy/joe       | JoeHeadJoe_CheckAttackAndUpdate
0x8004CA44 |   844 | Game/OBJECT     | enemy/joe       | JoeHeadJoeAttackEventHandler
0x8004CD90 |    92 | Game/OBJECT     | enemy/joe       | JoeHeadJoeBounceEventHandler
0x8004CDEC |   136 | Game/OBJECT     | enemy/joe       | JoeHeadJoeDeathEventHandler
0x8004CE74 |   220 | Game/OBJECT     | enemy/joe       | JoeHeadJoeSelectAttackPattern
0x8004CF50 |   488 | Game/OBJECT     | enemy/joe       | JoeHeadJoeCheckPlayerInAttackRange
0x8004D138 |   300 | Game/OBJECT     | enemy/joe       | JoeHeadJoeSetIdleState
0x8004D264 |    12 | Game/OBJECT     | enemy/joe       | JoeHeadJoeClearVoice
0x8004D270 |   188 | Game/OBJECT     | enemy/joe       | JoeHeadJoeSetFacingAndAttack
0x8004D32C |   188 | Game/OBJECT     | enemy/joe       | JoeHeadJoeEnterActiveState
0x8004D3E8 |   564 | Game/OBJECT     | enemy/joe       | JoeHeadJoeMoveAndCheckAttack
0x8004D61C |    12 | Game/OBJECT     | enemy/joe       | JoeHeadJoeClearVoiceAlt
0x8004D628 |   180 | Game/OBJECT     | enemy/joe       | JoeHeadJoeReturnToIdleState
0x8004D6DC |   180 | Game/OBJECT     | enemy/joe       | JoeHeadJoeReturnToIdleStateAlt
0x8004D790 |   208 | Game/OBJECT     | enemy/joe       | JoeHeadJoeDeathAnimState
0x8004D860 |    44 | Game/OBJECT     | boss/klogg      | KloggDeathCallback
0x8004D88C |   472 | Game/OBJECT     | boss            | InitKloggBoss
0x8004DA64 |   120 | Game/OBJECT     | boss/klogg      | KloggDestroyCallback
0x8004DADC |   596 | Game/OBJECT     | -               | SpawnParticleAndMenuEntity
0x8004DD30 |    76 | Game/OBJECT     | boss/klogg      | KloggUpdateWithSound
0x8004DD7C |   116 | Game/OBJECT     | boss/klogg      | KloggUpdateWithTimer
0x8004DDF0 |   764 | Game/OBJECT     | enemy           | EnemyHitMessageHandler
0x8004E0EC |    92 | Game/OBJECT     | enemy           | EntityCollision_EnemyHitWithCallback
0x8004E148 |  1064 | Game/OBJECT     | boss/klogg      | KloggDeathEventHandler
0x8004E570 |   272 | Game/OBJECT     | boss/klogg      | KloggMoveToTargetPosition
0x8004E680 |   672 | Game/OBJECT     | projectile      | KloggSpawnProjectilesCallback
0x8004E920 |   212 | Game/OBJECT     | boss/klogg      | KloggSetMoveState
0x8004E9F4 |   212 | Game/OBJECT     | enemy           | EnemyIdleTimerState
0x8004EAC8 |   204 | Game/OBJECT     | enemy           | EnemySpriteState
0x8004EB94 |   232 | Game/OBJECT     | enemy           | EnemyDefeatState
0x8004EC7C |    32 | Game/OBJECT     | -               | MonkeyMageDeathCallback
0x8004EC9C |   304 | Game/OBJECT     | -               | MonkeyMageDestroyCallback
0x8004EDCC |   100 | Game/OBJECT     | -               | MonkeyMagePartDestroyCallback
0x8004EE30 |   100 | Game/OBJECT     | -               | MonkeyMagePlatformDestroyCallback
0x8004EE94 |   100 | Game/OBJECT     | -               | MonkeyMageForceFieldDestroyCallback
0x8004EEF8 |   100 | Game/OBJECT     | -               | MonkeyMageAuxDestroyCallback
0x8004EF5C |   100 | Game/OBJECT     | boss            | MonkeyMageBossPartDestroyCallback
0x8004EFC0 |   100 | Game/OBJECT     | hud             | MonkeyMageHUDDestroyCallback
0x8004F034 |    52 | Game/OBJECT     | -               | MonkeyMageSimpleDestroyCallback
0x8004F068 |    48 | Game/OBJECT     | -               | FreeEntitySimple9
0x8004F2A0 |     4 | Game/OBJECT     | -               | SinCosScaledMultiply
0x8004F2A4 |   144 | Game/OBJECT     | -               | CalculateSineValue
0x8004F4D4 |     4 | Game/OBJECT     | -               | CalculateVectorMagnitude
0x8004F4D8 |    72 | Game/OBJECT     | -               | CalculateVectorMagnitude
0x8004F520 |   484 | Game/OBJECT     | -               | InitScaledEntityWithSprite
0x8004F704 |   424 | Game/OBJECT     | projectile      | ProjectileUpdateWithCleanup
0x8004F8AC |    48 | Game/OBJECT     | -               | EntityMoveHorizontalByFacing
0x8004F8DC |   536 | Game/OBJECT     | enemy           | InitEnemyEntityWithAI
0x8004FAF4 |   100 | Game/OBJECT     | -               | GenericEntityDestroyCallback
0x8004FB58 |   484 | Game/OBJECT     | enemy           | EnemyAIUpdateWithRandomization
0x8004FD3C |    44 | Game/OBJECT     | -               | EntityCallback_8004fd3c
0x8004FD68 |    80 | Game/OBJECT     | -               | EntityCallback_8004fd68
0x8004FDB8 |  1300 | Game/OBJECT     | projectile      | HomingProjectile_TrackTarget
0x800502CC |   724 | Game/OBJECT     | -               | FindNearestTargetEntity
0x800505A0 |    92 | Game/OBJECT     | -               | Callback_800505a0
0x800505FC |   140 | Game/OBJECT     | -               | Callback_800505fc
0x80050688 |   312 | Game/OBJECT     | -               | InitEntity_ScaledSprite1
0x800507C0 |   384 | Game/OBJECT     | enemy           | EnemyTickWithCollisionAndOffscreen
0x80050940 |    48 | Game/OBJECT     | -               | AdjustVelocityByFacing
0x80050970 |   372 | Game/OBJECT     | projectile      | InitProjectileWithTimer
0x80050AE4 |   468 | Game/OBJECT     | timer           | EntityTick_CollisionWithTimerTransition
0x80050CB8 |    44 | Game/OBJECT     | -               | EntityCollision_ProcessQueueOnly
0x80050CE4 |  1184 | Game/OBJECT     | projectile      | HomingProjectileTick
0x80051184 |   136 | Game/OBJECT     | -               | Callback_80051184
0x8005120C |    28 | Game/OBJECT     | projectile      | ProjectileDeactivate
0x80051228 |   356 | Game/OBJECT     | -               | InitEntity_ScaledAnimated1
0x8005138C |   228 | Game/OBJECT     | projectile      | ProjectileEntityTick
0x80051470 |    48 | Game/OBJECT     | projectile      | ProjectileMoveHorizontal
0x800514A0 |   412 | Game/OBJECT     | enemy           | InitWalkingEnemyEntity
0x8005163C |   604 | Game/OBJECT     | -               | EntityTick_WithParticleSpawn
0x80051898 |  1196 | Game/OBJECT     | -               | HomingMissileTrackTarget
0x80051D44 |   176 | Game/OBJECT     | -               | Callback_80051d44
0x80051DF4 |   176 | Game/OBJECT     | -               | Callback_80051df4
0x80051EA4 |   176 | Game/OBJECT     | -               | Callback_80051ea4
0x80051F54 |   628 | Game/OBJECT     | projectile      | ProjectileHomingTickState
0x800521C8 |   176 | Game/OBJECT     | -               | Callback_800521c8
0x80052278 |   348 | Game/OBJECT     | projectile      | InitHomingProjectileEntity
0x800523D4 |   384 | Game/OBJECT     | -               | EntityTickWithAutoDestroy
0x80052554 |   292 | Game/OBJECT     | projectile      | ProjectileApplyVelocity
0x80052678 |   724 | Game/OBJECT     | -               | InitEntity_a89d0ad0
0x8005294C |   284 | Game/OBJECT     | projectile      | ProjectileTickWithLifetime
0x80052A68 |   116 | Game/OBJECT     | projectile      | ProjectileZOrderCallback
0x80052ADC |   356 | Game/OBJECT     | projectile      | ProjectileCollisionCallback
0x80052C40 |   728 | Game/OBJECT     | hud             | HudFollowPlayerPosition
0x80052F18 |   192 | Game/OBJECT     | -               | InitSimpleParameterEntity
0x80052FD8 |   384 | Game/OBJECT     | projectile      | ProjectileTickWithCollision
0x80053158 |   272 | Game/OBJECT     | enemy/joe       | JoeHeadJoeBallFallCallback
0x80053268 |   228 | Game/OBJECT     | -               | InitAnimatedDirectionalEntity
0x8005334C |   416 | Game/OBJECT     | -               | PlayerDeathGrowingTick
0x800534EC |   376 | Game/OBJECT     | timer           | DelayedDeathTimerTick
0x80053664 |   240 | Game/OBJECT     | -               | DeathAnimationTick
0x80053754 |   244 | Game/OBJECT     | -               | InitDirectionalPositionEntity
0x80053848 |   216 | Game/OBJECT     | -               | EntityTickCollisionNotify
0x80053920 |   476 | Game/OBJECT     | projectile      | BouncingProjectileTick
0x80053AFC |   220 | Game/OBJECT     | enemy/joe       | InitJoeHeadJoeBallRegular
0x80053BD8 |   120 | Game/OBJECT     | -               | DestroySoundEntity
0x80053C50 |    84 | Game/OBJECT     | -               | EntityCollisionStateChange
0x80053CA4 |   160 | Game/OBJECT     | -               | FallingSoundEntityTick
0x80053D44 |    44 | Game/OBJECT     | enemy/joe       | JoeHeadJoeEventHandler
0x80053D70 |   164 | Game/OBJECT     | enemy/joe       | JoeHeadJoeBallRegularInitState
0x80053E14 |   200 | Game/OBJECT     | enemy/joe       | JoeHeadJoeBallStartRolling
0x80053EDC |    56 | Game/OBJECT     | enemy/joe       | JoeHeadJoeBallStopSound
0x80053F14 |   164 | Game/OBJECT     | -               | Callback_80053f14
0x80053FB8 |   168 | Game/OBJECT     | -               | Callback_80053fb8
0x80054060 |   288 | Game/OBJECT     | enemy/joe       | InitJoeHeadJoeBallSpiky
0x80054180 |   120 | Game/OBJECT     | enemy/joe       | JoeHeadJoeDestroyCallback
0x800541F8 |   400 | Game/OBJECT     | enemy/joe       | JoeHeadJoeTickWithSoundPanning
0x80054388 |    56 | Game/OBJECT     | enemy/joe       | JoeHeadJoeUpdatePosition
0x800543C0 |   200 | Game/OBJECT     | enemy/joe       | InitJoeHeadJoeBallSpecial
0x80054488 |    60 | Game/OBJECT     | enemy/joe       | JoeHeadJoeTickWithCollision
0x800544C4 |    44 | Game/OBJECT     | enemy/joe       | JoeHeadJoeEventHandler2
0x800544F0 |    96 | Game/OBJECT     | enemy/joe       | JoeHeadJoeEventWithStateTransition
0x80054550 |   176 | Game/OBJECT     | -               | Callback_80054550
0x80054600 |   176 | Game/OBJECT     | -               | Callback_80054600
0x800546B0 |   168 | Game/OBJECT     | enemy/joe       | JoeHeadJoeClearChildFlag
0x80054758 |   204 | Game/OBJECT     | -               | InitConditionalStateEntity
0x80054824 |   384 | Game/OBJECT     | enemy/joe       | JoeHeadJoeTickWithOffscreenCheck
0x800549A4 |    76 | Game/OBJECT     | enemy/joe       | JoeHeadJoeApplyGravity
0x800549F0 |   184 | Game/OBJECT     | -               | InitNegativeVelocityEntity
0x80054AA8 |   408 | Game/OBJECT     | enemy/joe       | JoeHeadJoeTickWithPlayerMessage
0x80054C40 |    48 | Game/OBJECT     | enemy/joe       | JoeHeadJoeApplyGravitySlow
0x80054C70 |   300 | Game/OBJECT     | -               | InitEntity_ScaledSprite2
0x80054D9C |   500 | Game/OBJECT     | enemy/joe       | JoeHeadJoeTickWithTimer
0x80054F90 |   432 | Game/OBJECT     | enemy/joe       | JoeHeadJoeApplyPhysicsWithBounce
0x80055140 |   100 | Game/OBJECT     | -               | EntityDestroyCallback_Vtable113c8
0x800551A4 |   100 | Game/OBJECT     | -               | EntityDestroyCallback_Vtable113e8
0x80055208 |   100 | Game/OBJECT     | -               | EntityDestroyCallback_Vtable11408
0x8005526C |   100 | Game/OBJECT     | -               | EntityDestroyCallback_Vtable11428
0x800552D0 |   100 | Game/OBJECT     | -               | EntityDestroyCallback_Vtable11488
0x80055334 |   100 | Game/OBJECT     | -               | EntityDestroyCallback_Vtable114a8
0x80055398 |   100 | Game/OBJECT     | -               | EntityDestroyCallback_Vtable114c8
0x800553FC |   100 | Game/OBJECT     | -               | EntityDestroyCallback_Vtable114e8
0x80055460 |   100 | Game/OBJECT     | -               | EntityDestroyCallback_Vtable11508
0x800554C4 |   100 | Game/OBJECT     | -               | EntityDestroyCallback_Vtable115e8
0x80055528 |   100 | Game/OBJECT     | -               | EntityDestroyCallback_Vtable11548
0x8005558C |   100 | Game/OBJECT     | -               | EntityDestroyCallback_Vtable11568
0x800555F0 |   100 | Game/OBJECT     | -               | EntityDestroyCallback_Vtable11588
0x80055654 |   100 | Game/OBJECT     | -               | EntityDestroyCallback_Vtable115c8
0x800556B8 |   100 | Game/OBJECT     | -               | EntityDestroyCallback_Vtable115e8_Alt
0x8005572C |    52 | Game/OBJECT     | -               | EntityDestroyCallback_Vtable11608
0x80055760 |    48 | Game/OBJECT     | -               | FreeEntitySimple10
0x80055790 |   296 | Game/OBJECT     | path            | CalculatePathDistance
0x800558B8 |   952 | Game/OBJECT     | path            | UpdateEntityAlongPath
0x80055C70 |  1080 | Game/OBJECT     | path            | UpdateEntityPathWithWrapping
0x800560A8 |   156 | Game/OBJECT     | -               | InitGenericSpriteEntity
0x80056144 |   144 | Game/OBJECT     | projectile      | InitClayballProjectile
0x800561D4 |   676 | Game/OBJECT     | -               | GenericSpriteEntityInitCallback
0x80056478 |   160 | Game/OBJECT     | -               | EntityCheckTriggerZone
0x80056518 |   512 | Game/OBJECT     | -               | GenericSpriteEntityTickCallback
0x80056718 |   368 | Game/OBJECT     | -               | EntityCollision_SpawnSwitchBlock
0x80056888 |   208 | Game/OBJECT     | -               | EntityCallback_80056888
0x80056958 |   608 | Game/OBJECT     | -               | InitClayballWithIndicator
0x80056BB8 |   212 | Game/OBJECT     | -               | EntityDestructor_WithChildEntityCleanup
0x80056C8C |   100 | Game/OBJECT     | -               | ClayballIndicatorWaitTick
0x80056CF0 |   268 | Game/OBJECT     | -               | ClayballIndicatorExpandTick
0x80056DFC |    92 | Game/OBJECT     | timer           | ClayballIndicatorTimerTick
0x80056E58 |   456 | Game/OBJECT     | -               | ClayballIndicatorEventHandler
0x80057020 |   132 | Game/OBJECT     | -               | Callback_80057020
0x800570A4 |  1024 | Game/OBJECT     | -               | Callback_800570a4
0x800574A4 |    92 | Game/OBJECT     | -               | Callback_800574a4
0x80057500 |   188 | Game/OBJECT     | -               | ShrineyGuardDeactivateWithSound
0x800575BC |   180 | Game/OBJECT     | -               | UpdateChildEntityOffset
0x80057670 |   312 | Game/OBJECT     | path            | InitClayballOnPath
0x800577A8 |   472 | Game/OBJECT     | path            | PathFollowerEventHandler
0x80057980 |   148 | Game/OBJECT     | path            | PathFollowerUpdatePosition
0x80057A14 |   188 | Game/OBJECT     | path            | PathFollowerUpdateWithSpeedDown
0x80057AD0 |   188 | Game/OBJECT     | path            | PathFollowerUpdateWithSpeedUp
0x80057B8C |   304 | Game/OBJECT     | -               | InitClayballAtWaypoint
0x80057CBC |    72 | Game/OBJECT     | path            | PathFollowerTickWithCollision
0x80057D04 |   364 | Game/OBJECT     | path            | PathFollowerTickWithOffscreenCheck
0x80057E70 |    32 | Game/OBJECT     | path            | PathFollowerApplyFallVelocity
0x80057E90 |   728 | Game/OBJECT     | -               | ShrineyGuardEventHandler
0x80058168 |   424 | Game/PLAYER     | -               | CircularPlatformUpdatePath
0x80058310 |   408 | Game/PLAYER     | -               | InitCircularPlatformEntity
0x800584A8 |   524 | Game/PLAYER     | -               | ClayballTickWithParticleSpawn
0x800586B4 |   664 | Game/PLAYER     | -               | CircularPlatformEventHandler
0x8005894C |   180 | Game/PLAYER     | -               | CircularPlatformUpdateWithMirror
0x80058A00 |   172 | Game/PLAYER     | -               | InitClayballWithSwitchBlock
0x80058AAC |   164 | Game/PLAYER     | -               | ClayballSwitchEventHandler
0x80058B50 |    68 | Game/PLAYER     | -               | ClayballSpawnOnSignalHandler
0x80058B94 |   304 | Game/PLAYER     | -               | ClayballResetState
0x80058CC4 |   680 | Game/PLAYER     | -               | ClayballSpawnSwitchBlock
0x80058F6C |   264 | Game/PLAYER     | -               | InitBonusClayballEntity
0x80059074 |   356 | Game/PLAYER     | -               | ShrineyGuardSoundUpdateTick
0x800591D8 |   460 | Game/PLAYER     | -               | ShrineyGuardEventWithSound
0x800593A4 |   152 | Game/PLAYER     | -               | ShrineyGuardDestroyWithSoundCleanup
0x8005943C |   100 | Game/PLAYER     | -               | EntityDestroyCallback_Vtable116e8
0x800594A0 |   100 | Game/PLAYER     | -               | EntityDestroyCallback_Vtable116e8_2
0x80059504 |   100 | Game/PLAYER     | -               | EntityDestroyCallback_Vtable116e8_3
0x80059568 |   100 | Game/PLAYER     | -               | EntityDestroyCallback_Vtable116e8_4
0x800595CC |   100 | Game/PLAYER     | -               | EntityDestroyCallback_Vtable116e8_5
0x80059640 |    52 | Game/PLAYER     | -               | EntityDestructor_Simple11
0x80059674 |    48 | Game/PLAYER     | -               | FreeEntitySimple11
0x800596A4 |   972 | Game/PLAYER     | -               | CreatePlayerEntity
0x80059A70 |   232 | Game/PLAYER     | -               | InitPlayerSpriteAvailability
0x80059B58 |   112 | Game/PLAYER     | -               | EntityDestructor_WithSPUVoiceStop
0x80059BC8 |   352 | Game/PLAYER     | -               | CheckWallCollision
0x80059D28 |    92 | Game/PLAYER     | -               | CheckCollisionAbove40
0x80059D84 |    92 | Game/PLAYER     | -               | CheckCollisionAbove41
0x80059DE0 |    92 | Game/PLAYER     | -               | CheckCollisionBelow1
0x80059E3C |   264 | Game/PLAYER     | -               | TransformYCoordWithScaleSnapped
0x80059F44 |   228 | Game/PLAYER     | -               | PlayerScaleYByHeight
0x8005A028 |   264 | Game/PLAYER     | -               | TransformXCoordWithScaleSnapped
0x8005A130 |   232 | Game/PLAYER     | -               | PlayerScaleXByWidth
0x8005A218 |   480 | Game/PLAYER     | collision       | PlayerApplyPositionWithCollision
0x8005A3F8 |   460 | Game/PLAYER     | -               | IsEntityNearSoundTrigger
0x8005A5C4 |   108 | Game/PLAYER     | -               | CheckTileCollisionOverride
0x8005A630 |   452 | Game/PLAYER     | collision       | PlayerProcessBounceCollision
0x8005A7F4 |    84 | Game/PLAYER     | -               | PlayerClearSwirlPortalEntity
0x8005A848 |   204 | Game/PLAYER     | -               | PlayerNotifyEntityRelease
0x8005A914 |  1088 | Game/PLAYER     | collision       | PlayerProcessTileCollision
0x8005AD54 |   256 | Game/PLAYER     | -               | SpawnSwirlPortalEntity
0x8005AE54 |   196 | Game/PLAYER     | spawn           | PlayerSpawnDustParticle
0x8005AF18 |   180 | Game/PLAYER     | -               | PlayerProcessEnemyHit
0x8005AFCC |   328 | Game/PLAYER     | -               | CheckPlayerHitByEnemy
